zip,city,region,district
47112,ha long,east,district #16
47114,hai phong,east,district #16
47115,viet tri,east,district #16
47116,thai nguyen,east,district #16
47117,hanoi,east,district #16
47118,ha long,east,district #16
47119,son tay,east,district #16
47120,nam dinh,east,district #16
47122,viet tri,east,district #16
47123,bac giang,east,district #16
47124,ha long,east,district #16
47125,thai nguyen,east,district #16
47126,hanoi,east,district #16
47129,phu ly,east,district #16
47130,thai nguyen,east,district #16
47131,bac giang,east,district #16
47132,ha long,east,district #16
47133,ninh binh,east,district #16
47134,nam dinh,east,district #16
47135,cam pha,east,district #16
47136,lao cai,east,district #16
47137,viet tri,east,district #16
47138,uong bi,east,district #16
47140,lao cai,east,district #16
47141,ha long,east,district #16
47142,son tay,east,district #16
47143,cam pha,east,district #16
47144,bac ninh,east,district #16
47145,nam dinh,east,district #16
47146,phu ly,east,district #16
47147,son tay,east,district #16
47150,viet tri,east,district #16
47151,hanoi,east,district #16
47160,bac giang,east,district #16
47161,phu ly,east,district #16
47162,bac ninh,east,district #16
47163,phu ly,east,district #16
47164,viet tri,east,district #16
47165,hanoi,east,district #16
47166,cam pha,east,district #16
47167,ha long,east,district #16
47170,bac giang,east,district #16
47172,bac ninh,east,district #16
47174,ninh binh,east,district #16
47175,lao cai,east,district #16
47177,bac giang,east,district #16
47190,cam pha,east,district #16
47199,uong bi,east,district #16
47243,viet tri,east,district #16
47322,uong bi,east,district #16
47324,phu ly,east,district #16
47325,son tay,east,district #16
47326,ninh binh,east,district #16
47327,hai phong,east,district #16
47330,bac giang,east,district #16
47331,bac giang,east,district #16
47335,cam pha,east,district #16
47337,cam pha,east,district #16
47339,phu ly,east,district #16
47340,bac ninh,east,district #16
47341,nam dinh,east,district #16
47344,bac giang,east,district #16
47345,ninh binh,east,district #16
47346,thai nguyen,east,district #16
47352,hanoi,east,district #16
47353,son tay,east,district #16
47354,ha long,east,district #16
47355,uong bi,east,district #16
47357,ninh binh,east,district #16
47358,nam dinh,east,district #16
47360,thai nguyen,east,district #16
47361,nam dinh,east,district #16
47362,ha long,east,district #16
47366,ha long,east,district #16
47370,ha long,east,district #16
47371,bac giang,east,district #16
47374,cam pha,east,district #16
47375,hanoi,east,district #16
47380,ninh binh,east,district #16
47381,viet tri,east,district #16
47382,hanoi,east,district #16
47385,ninh binh,east,district #16
47387,hanoi,east,district #16
47390,cam pha,east,district #16
47392,bac giang,east,district #16
47393,cam pha,east,district #16
47394,son tay,east,district #16
47454,lao cai,east,district #16
47514,nam dinh,east,district #16
47551,uong bi,east,district #16
47576,son tay,east,district #16
46001,phu ly,east,district #17
46011,lao cai,east,district #17
46012,bac giang,east,district #17
46013,nam dinh,east,district #17
46014,cam pha,east,district #17
46015,ninh binh,east,district #17
46016,son tay,east,district #17
46017,viet tri,east,district #17
46018,viet tri,east,district #17
46030,cam pha,east,district #17
46031,thai nguyen,east,district #17
46032,bac ninh,east,district #17
46033,bac giang,east,district #17
46034,ninh binh,east,district #17
46035,cam pha,east,district #17
46036,ninh binh,east,district #17
46037,hanoi,east,district #17
46038,phu ly,east,district #17
46039,cam pha,east,district #17
46040,son tay,east,district #17
46041,bac giang,east,district #17
46044,bac giang,east,district #17
46045,hai phong,east,district #17
46047,ninh binh,east,district #17
46048,viet tri,east,district #17
46049,lao cai,east,district #17
46050,hai phong,east,district #17
46051,ha long,east,district #17
46052,lao cai,east,district #17
46055,hanoi,east,district #17
46056,cam pha,east,district #17
46057,bac ninh,east,district #17
46058,son tay,east,district #17
46060,ninh binh,east,district #17
46061,lao cai,east,district #17
46062,thai nguyen,east,district #17
46063,uong bi,east,district #17
46064,viet tri,east,district #17
46065,son tay,east,district #17
46067,hanoi,east,district #17
46068,son tay,east,district #17
46069,thai nguyen,east,district #17
46070,hai phong,east,district #17
46071,uong bi,east,district #17
46072,phu ly,east,district #17
46074,hai phong,east,district #17
46075,hanoi,east,district #17
46076,lao cai,east,district #17
46077,son tay,east,district #17
46082,ha long,east,district #17
46085,lao cai,east,district #17
46102,lao cai,east,district #17
46103,son tay,east,district #17
46104,nam dinh,east,district #17
46105,uong bi,east,district #17
46106,son tay,east,district #17
46107,lao cai,east,district #17
46110,uong bi,east,district #17
46111,ha long,east,district #17
46112,hai phong,east,district #17
46113,nam dinh,east,district #17
46115,hanoi,east,district #17
46117,ha long,east,district #17
46118,hai phong,east,district #17
46120,phu ly,east,district #17
46121,uong bi,east,district #17
46122,cam pha,east,district #17
46123,ninh binh,east,district #17
46124,bac ninh,east,district #17
46125,bac ninh,east,district #17
46126,ha long,east,district #17
46128,bac giang,east,district #17
46129,ha long,east,district #17
46130,uong bi,east,district #17
46131,son tay,east,district #17
46135,cam pha,east,district #17
46140,thai nguyen,east,district #17
46142,viet tri,east,district #17
46143,ninh binh,east,district #17
46144,bac giang,east,district #17
46146,nam dinh,east,district #17
46147,viet tri,east,district #17
46148,ha long,east,district #17
46149,son tay,east,district #17
46150,thai nguyen,east,district #17
46151,thai nguyen,east,district #17
46154,phu ly,east,district #17
46155,hanoi,east,district #17
46156,ha long,east,district #17
46157,hai phong,east,district #17
46158,bac ninh,east,district #17
46160,cam pha,east,district #17
46161,ha long,east,district #17
46162,thai nguyen,east,district #17
46163,phu ly,east,district #17
46164,son tay,east,district #17
46165,hanoi,east,district #17
46166,uong bi,east,district #17
46167,hanoi,east,district #17
46168,cam pha,east,district #17
46170,lao cai,east,district #17
46171,ninh binh,east,district #17
46172,nam dinh,east,district #17
46175,nam dinh,east,district #17
46176,phu ly,east,district #17
46180,ninh binh,east,district #17
46181,nam dinh,east,district #17
46182,hanoi,east,district #17
46183,bac giang,east,district #17
46184,uong bi,east,district #17
46186,bac giang,east,district #17
46197,son tay,east,district #17
46201,ninh binh,east,district #17
46202,ninh binh,east,district #17
46203,hanoi,east,district #17
46204,ninh binh,east,district #17
46205,phu ly,east,district #17
46206,bac ninh,east,district #17
46207,uong bi,east,district #17
46208,ninh binh,east,district #17
46209,lao cai,east,district #17
46211,cam pha,east,district #17
46213,hanoi,east,district #17
46214,uong bi,east,district #17
46216,viet tri,east,district #17
46217,hanoi,east,district #17
46218,ninh binh,east,district #17
46219,ha long,east,district #17
46220,lao cai,east,district #17
46221,cam pha,east,district #17
46222,thai nguyen,east,district #17
46223,hanoi,east,district #17
46224,hanoi,east,district #17
46225,phu ly,east,district #17
46226,bac ninh,east,district #17
46227,ninh binh,east,district #17
46228,nam dinh,east,district #17
46229,lao cai,east,district #17
46230,son tay,east,district #17
46231,hai phong,east,district #17
46234,viet tri,east,district #17
46235,son tay,east,district #17
46236,thai nguyen,east,district #17
46237,hanoi,east,district #17
46239,lao cai,east,district #17
46240,bac giang,east,district #17
46241,hanoi,east,district #17
46242,ninh binh,east,district #17
46244,viet tri,east,district #17
46247,hanoi,east,district #17
46249,nam dinh,east,district #17
46250,hanoi,east,district #17
46251,son tay,east,district #17
46253,hanoi,east,district #17
46254,ninh binh,east,district #17
46255,cam pha,east,district #17
46256,uong bi,east,district #17
46259,ninh binh,east,district #17
46260,lao cai,east,district #17
46262,hai phong,east,district #17
46266,hanoi,east,district #17
46268,hai phong,east,district #17
46274,viet tri,east,district #17
46275,cam pha,east,district #17
46277,hai phong,east,district #17
46278,nam dinh,east,district #17
46280,cam pha,east,district #17
46282,phu ly,east,district #17
46283,thai nguyen,east,district #17
46285,son tay,east,district #17
46290,son tay,east,district #17
46291,phu ly,east,district #17
46295,bac giang,east,district #17
46296,lao cai,east,district #17
46298,phu ly,east,district #17
46301,cam pha,east,district #17
46302,bac giang,east,district #17
46304,ninh binh,east,district #17
46307,cam pha,east,district #17
46308,ha long,east,district #17
46310,son tay,east,district #17
46340,hanoi,east,district #17
46341,viet tri,east,district #17
46342,viet tri,east,district #17
46345,uong bi,east,district #17
46346,hanoi,east,district #17
46347,bac giang,east,district #17
46348,lao cai,east,district #17
46350,nam dinh,east,district #17
46352,viet tri,east,district #17
46355,lao cai,east,district #17
46360,son tay,east,district #17
46361,cam pha,east,district #17
46365,thai nguyen,east,district #17
46366,viet tri,east,district #17
46368,bac giang,east,district #17
46371,uong bi,east,district #17
46372,phu ly,east,district #17
46374,viet tri,east,district #17
46380,nam dinh,east,district #17
46381,phu ly,east,district #17
46382,cam pha,east,district #17
46383,son tay,east,district #17
46384,viet tri,east,district #17
46385,lao cai,east,district #17
46390,son tay,east,district #17
46391,son tay,east,district #17
46392,phu ly,east,district #17
46393,uong bi,east,district #17
46501,hai phong,east,district #17
46502,bac ninh,east,district #17
46504,bac giang,east,district #17
46506,phu ly,east,district #17
46507,uong bi,east,district #17
46508,bac giang,east,district #17
46510,ha long,east,district #17
46511,phu ly,east,district #17
46513,bac giang,east,district #17
46514,hanoi,east,district #17
46515,nam dinh,east,district #17
46516,lao cai,east,district #17
46517,hai phong,east,district #17
46524,bac ninh,east,district #17
46526,cam pha,east,district #17
46527,hai phong,east,district #17
46528,ha long,east,district #17
46530,son tay,east,district #17
46531,uong bi,east,district #17
46532,ha long,east,district #17
46534,ha long,east,district #17
46536,bac ninh,east,district #17
46537,phu ly,east,district #17
46538,phu ly,east,district #17
46539,ha long,east,district #17
46540,phu ly,east,district #17
46542,lao cai,east,district #17
46543,nam dinh,east,district #17
46544,hanoi,east,district #17
46545,son tay,east,district #17
46546,cam pha,east,district #17
46550,phu ly,east,district #17
46552,thai nguyen,east,district #17
46553,thai nguyen,east,district #17
46554,nam dinh,east,district #17
46555,nam dinh,east,district #17
46556,bac giang,east,district #17
46561,hai phong,east,district #17
46562,ninh binh,east,district #17
46563,cam pha,east,district #17
46565,lao cai,east,district #17
46567,cam pha,east,district #17
46570,thai nguyen,east,district #17
46571,cam pha,east,district #17
46572,ha long,east,district #17
46573,ninh binh,east,district #17
46574,phu ly,east,district #17
46580,ha long,east,district #17
46581,uong bi,east,district #17
46582,cam pha,east,district #17
46590,ha long,east,district #17
46595,hai phong,east,district #17
46601,phu ly,east,district #17
46613,nam dinh,east,district #17
46614,cam pha,east,district #17
46615,nam dinh,east,district #17
46616,viet tri,east,district #17
46617,hanoi,east,district #17
46619,bac ninh,east,district #17
46624,cam pha,east,district #17
46626,bac giang,east,district #17
46628,uong bi,east,district #17
46634,ha long,east,district #17
46635,bac giang,east,district #17
46637,phu ly,east,district #17
46660,thai nguyen,east,district #17
46680,ha long,east,district #17
46699,ninh binh,east,district #17
46702,phu ly,east,district #17
46703,viet tri,east,district #17
46713,ninh binh,east,district #17
46737,phu ly,east,district #17
46746,phu ly,east,district #17
46747,cam pha,east,district #17
46750,hanoi,east,district #17
46759,uong bi,east,district #17
46761,nam dinh,east,district #17
46766,phu ly,east,district #17
46767,bac giang,east,district #17
46771,lao cai,east,district #17
46776,uong bi,east,district #17
46778,cam pha,east,district #17
46779,lao cai,east,district #17
46781,bac giang,east,district #17
46784,bac ninh,east,district #17
46786,bac ninh,east,district #17
46789,lao cai,east,district #17
46792,phu ly,east,district #17
46794,ha long,east,district #17
46795,bac giang,east,district #17
46901,bac ninh,east,district #17
46902,viet tri,east,district #17
